UserId,La,Lo,route,w1,w2,size
1,46.46580415,6.879861574,"[2, 2, 1, 1, 1]",0.0524,0.07689,508
1,46.46580415,6.879861574,"[2, 1, 2, 3, 3]",0.0524,0.07689,28
1,46.46580415,6.879861574,"[2, 1, 3, 3, 1]",0.0524,0.07689,96
1,46.46580415,6.879861574,"[2, 2, 3, 3, 1]",0.0524,0.07689,308
1,46.46580415,6.879861574,"[2, 2, 1, 1, 3]",0.0524,0.07689,275
2,46.45172897,6.877298719,"[2, 2, 2, 3, 1]",0.701395,0.94088,203
2,46.45172897,6.877298719,"[1, 1, 3, 1, 1]",0.701395,0.94088,55
2,46.45172897,6.877298719,"[2, 3, 3, 3, 3]",0.701395,0.94088,454
2,46.45172897,6.877298719,"[1, 1, 3, 3, 3]",0.701395,0.94088,13
2,46.45172897,6.877298719,"[2, 2, 1, 1, 3]",0.701395,0.94088,64
3,46.18808609,8.093910658,"[2, 1, 1, 3, 3]",0.80089,0.19911,25
3,46.18808609,8.093910658,"[1, 2, 2, 1, 3]",0.80089,0.19911,283
3,46.18808609,8.093910658,"[2, 1, 3, 1, 3]",0.80089,0.19911,28
3,46.18808609,8.093910658,"[1, 1, 1, 1, 1]",0.80089,0.19911,78
3,46.18808609,8.093910658,"[2, 1, 1, 1, 3]",0.80089,0.19911,25
4,46.61985525,10.44102059,"[1, 1, 2, 2, 1]",0.85125,0.50303,9
4,46.61985525,10.44102059,"[2, 1, 3, 1, 1]",0.85125,0.50303,357
4,46.61985525,10.44102059,"[2, 1, 1, 1, 3]",0.85125,0.50303,45
4,46.61985525,10.44102059,"[2, 3, 3, 3, 1]",0.85125,0.50303,376
4,46.61985525,10.44102059,"[1, 1, 3, 3, 1]",0.85125,0.50303,220
5,47.62080303,9.12585112,"[2, 3, 3, 3, 1]",0.59526,0.40474,292
5,47.62080303,9.12585112,"[2, 3, 3, 3, 3]",0.59526,0.40474,243
5,47.62080303,9.12585112,"[2, 1, 1, 1, 1]",0.59526,0.40474,302
5,47.62080303,9.12585112,"[1, 1, 1, 1, 3]",0.59526,0.40474,45
5,47.62080303,9.12585112,"[1, 1, 1, 1, 1]",0.59526,0.40474,369
6,46.61368417,10.45495301,"[2, 2, 3, 3, 3]",0.310619,0.405626,415
6,46.61368417,10.45495301,"[1, 1, 2, 3, 3]",0.310619,0.405626,22
6,46.61368417,10.45495301,"[1, 1, 1, 1, 3]",0.310619,0.405626,111
6,46.61368417,10.45495301,"[2, 3, 3, 1, 1]",0.310619,0.405626,246
6,46.61368417,10.45495301,"[2, 2, 2, 1, 3]",0.310619,0.405626,169
7,46.185076,8.101542219,"[1, 1, 1, 3, 3]",0.192989,0.50786,68
7,46.185076,8.101542219,"[2, 1, 3, 1, 1]",0.192989,0.50786,521
7,46.185076,8.101542219,"[2, 1, 1, 1, 3]",0.192989,0.50786,374
7,46.185076,8.101542219,"[1, 1, 3, 3, 1]",0.192989,0.50786,361
7,46.185076,8.101542219,"[1, 2, 1, 2, 1]",0.192989,0.50786,233
8,46.63134384,10.45850023,"[2, 3, 3, 3, 3]",0.613445,0.67259,501
8,46.63134384,10.45850023,"[2, 1, 2, 2, 1]",0.613445,0.67259,54
8,46.63134384,10.45850023,"[1, 2, 1, 1, 1]",0.613445,0.67259,45
8,46.63134384,10.45850023,"[1, 1, 3, 3, 3]",0.613445,0.67259,59
8,46.63134384,10.45850023,"[2, 1, 2, 1, 1]",0.613445,0.67259,455
9,46.69840663,6.307310709,"[1, 1, 1, 1, 3]",0.53287,0.684961,505
9,46.69840663,6.307310709,"[1, 1, 2, 1, 1]",0.53287,0.684961,263
9,46.69840663,6.307310709,"[1, 2, 1, 1, 3]",0.53287,0.684961,491
9,46.69840663,6.307310709,"[2, 1, 2, 3, 1]",0.53287,0.684961,122
9,46.69840663,6.307310709,"[2, 1, 2, 1, 3]",0.53287,0.684961,374
10,46.95795054,9.714265727,"[1, 2, 2, 3, 1]",0.214053,0.785947,160
10,46.95795054,9.714265727,"[1, 1, 3, 3, 1]",0.214053,0.785947,301
10,46.95795054,9.714265727,"[1, 3, 1, 3, 1]",0.214053,0.785947,175
10,46.95795054,9.714265727,"[1, 1, 1, 3, 1]",0.214053,0.785947,61
10,46.95795054,9.714265727,"[1, 1, 2, 1, 1]",0.214053,0.785947,307
11,46.46689641,6.880580389,"[1, 1, 1, 1, 3]",0.64291,0.28477,331
11,46.46689641,6.880580389,"[1, 3, 1, 1, 1]",0.64291,0.28477,49
11,46.46689641,6.880580389,"[2, 2, 2, 1, 3]",0.64291,0.28477,447
11,46.46689641,6.880580389,"[2, 1, 3, 3, 3]",0.64291,0.28477,144
11,46.46689641,6.880580389,"[2, 2, 2, 1, 1]",0.64291,0.28477,470
12,46.54557906,8.387517818,"[1, 1, 1, 3, 3]",0.65322,0.34678,58
12,46.54557906,8.387517818,"[1, 2, 1, 3, 3]",0.65322,0.34678,223
12,46.54557906,8.387517818,"[1, 1, 1, 1, 3]",0.65322,0.34678,312
12,46.54557906,8.387517818,"[1, 1, 3, 1, 1]",0.65322,0.34678,314
12,46.54557906,8.387517818,"[1, 2, 2, 2, 1]",0.65322,0.34678,319
13,47.0337145,8.275833142,"[1, 1, 1, 3, 1]",0.84728,0.492731,39
13,47.0337145,8.275833142,"[2, 3, 1, 1, 1]",0.84728,0.492731,500
13,47.0337145,8.275833142,"[2, 2, 1, 1, 3]",0.84728,0.492731,338
13,47.0337145,8.275833142,"[1, 2, 3, 3, 3]",0.84728,0.492731,485
13,47.0337145,8.275833142,"[2, 3, 3, 3, 3]",0.84728,0.492731,330
14,46.53978622,8.39125457,"[2, 1, 1, 2, 3]",0.067164,0.932836,441
14,46.53978622,8.39125457,"[1, 2, 1, 1, 1]",0.067164,0.932836,329
14,46.53978622,8.39125457,"[1, 2, 1, 3, 3]",0.067164,0.932836,379
14,46.53978622,8.39125457,"[2, 2, 1, 3, 1]",0.067164,0.932836,409
14,46.53978622,8.39125457,"[2, 2, 3, 1, 1]",0.067164,0.932836,22
15,46.4585169,9.786431484,"[1, 1, 1, 1, 3]",0.06122,0.76592,62
15,46.4585169,9.786431484,"[1, 1, 3, 3, 1]",0.06122,0.76592,275
15,46.4585169,9.786431484,"[2, 1, 3, 3, 3]",0.06122,0.76592,378
15,46.4585169,9.786431484,"[2, 1, 3, 1, 1]",0.06122,0.76592,235
15,46.4585169,9.786431484,"[2, 1, 1, 1, 3]",0.06122,0.76592,332
16,47.44082294,8.554284422,"[1, 2, 1, 2, 3]",0.11175,0.151431,407
16,47.44082294,8.554284422,"[1, 2, 1, 3, 3]",0.11175,0.151431,168
16,47.44082294,8.554284422,"[2, 2, 1, 2, 1]",0.11175,0.151431,450
16,47.44082294,8.554284422,"[2, 2, 1, 3, 3]",0.11175,0.151431,136
16,47.44082294,8.554284422,"[2, 2, 2, 2, 1]",0.11175,0.151431,503
17,46.28982232,8.987841804,"[1, 2, 2, 2, 1]",0.336339,0.316441,329
17,46.28982232,8.987841804,"[2, 3, 3, 1, 1]",0.336339,0.316441,365
17,46.28982232,8.987841804,"[2, 1, 3, 3, 1]",0.336339,0.316441,50
17,46.28982232,8.987841804,"[2, 1, 2, 1, 1]",0.336339,0.316441,473
17,46.28982232,8.987841804,"[2, 1, 1, 3, 3]",0.336339,0.316441,25
18,46.7061838,9.158211889,"[1, 2, 3, 1, 1]",0.194435,0.34703,447
18,46.7061838,9.158211889,"[1, 2, 1, 3, 1]",0.194435,0.34703,444
18,46.7061838,9.158211889,"[2, 1, 3, 1, 3]",0.194435,0.34703,377
18,46.7061838,9.158211889,"[1, 1, 2, 1, 1]",0.194435,0.34703,308
18,46.7061838,9.158211889,"[1, 2, 1, 1, 3]",0.194435,0.34703,181
19,46.19508878,8.099476856,"[2, 1, 1, 1, 3]",0.8532,0.790982,496
19,46.19508878,8.099476856,"[2, 1, 1, 1, 1]",0.8532,0.790982,71
19,46.19508878,8.099476856,"[1, 1, 2, 1, 3]",0.8532,0.790982,390
19,46.19508878,8.099476856,"[1, 1, 3, 1, 1]",0.8532,0.790982,173
19,46.19508878,8.099476856,"[1, 1, 2, 3, 1]",0.8532,0.790982,118
20,47.01278945,6.702241179,"[2, 1, 2, 1, 1]",0.593735,0.38692,130
20,47.01278945,6.702241179,"[1, 1, 2, 3, 1]",0.593735,0.38692,381
20,47.01278945,6.702241179,"[1, 1, 1, 1, 1]",0.593735,0.38692,409
20,47.01278945,6.702241179,"[2, 1, 3, 1, 3]",0.593735,0.38692,175
20,47.01278945,6.702241179,"[1, 1, 2, 1, 3]",0.593735,0.38692,433
21,46.69733759,6.297449086,"[2, 1, 1, 1, 3]",0.574254,0.80844,306
21,46.69733759,6.297449086,"[2, 1, 1, 2, 3]",0.574254,0.80844,241
21,46.69733759,6.297449086,"[2, 3, 3, 1, 1]",0.574254,0.80844,379
21,46.69733759,6.297449086,"[1, 1, 1, 3, 1]",0.574254,0.80844,7
21,46.69733759,6.297449086,"[1, 1, 2, 3, 1]",0.574254,0.80844,185
22,47.45424846,9.690777498,"[2, 2, 3, 3, 1]",0.066479,0.933521,42
22,47.45424846,9.690777498,"[2, 1, 1, 1, 1]",0.066479,0.933521,318
22,47.45424846,9.690777498,"[1, 1, 1, 3, 3]",0.066479,0.933521,162
22,47.45424846,9.690777498,"[1, 2, 1, 1, 3]",0.066479,0.933521,278
22,47.45424846,9.690777498,"[1, 1, 3, 1, 3]",0.066479,0.933521,333
23,46.69246133,6.297608378,"[1, 1, 1, 3, 3]",0.12462,0.076467,336
23,46.69246133,6.297608378,"[2, 1, 1, 1, 1]",0.12462,0.076467,374
23,46.69246133,6.297608378,"[1, 2, 3, 3, 1]",0.12462,0.076467,143
23,46.69246133,6.297608378,"[2, 3, 3, 1, 1]",0.12462,0.076467,167
23,46.69246133,6.297608378,"[1, 2, 1, 3, 3]",0.12462,0.076467,151
24,47.61597992,9.127892381,"[1, 3, 3, 3, 3]",0.08151,0.500384,250
24,47.61597992,9.127892381,"[1, 2, 1, 1, 3]",0.08151,0.500384,451
24,47.61597992,9.127892381,"[1, 1, 1, 2, 1]",0.08151,0.500384,376
24,47.61597992,9.127892381,"[2, 1, 3, 3, 3]",0.08151,0.500384,98
24,47.61597992,9.127892381,"[2, 1, 3, 1, 3]",0.08151,0.500384,2
25,46.28887591,8.984154653,"[1, 2, 1, 3, 3]",0.915944,0.04698,364
25,46.28887591,8.984154653,"[2, 3, 1, 3, 3]",0.915944,0.04698,463
25,46.28887591,8.984154653,"[2, 1, 3, 1, 3]",0.915944,0.04698,141
25,46.28887591,8.984154653,"[1, 2, 1, 2, 3]",0.915944,0.04698,238
25,46.28887591,8.984154653,"[2, 3, 3, 3, 1]",0.915944,0.04698,270
26,46.1987667,8.08978785,"[2, 2, 2, 2, 1]",0.29251,0.653177,410
26,46.1987667,8.08978785,"[1, 1, 2, 3, 1]",0.29251,0.653177,185
26,46.1987667,8.08978785,"[1, 3, 1, 1, 1]",0.29251,0.653177,206
26,46.1987667,8.08978785,"[1, 2, 1, 3, 1]",0.29251,0.653177,446
26,46.1987667,8.08978785,"[1, 1, 3, 1, 1]",0.29251,0.653177,67
27,45.94012555,7.72216528,"[2, 1, 1, 2, 1]",0.72651,0.27349,102
27,45.94012555,7.72216528,"[1, 1, 1, 3, 1]",0.72651,0.27349,283
27,45.94012555,7.72216528,"[2, 2, 1, 3, 1]",0.72651,0.27349,47
27,45.94012555,7.72216528,"[2, 1, 2, 3, 1]",0.72651,0.27349,151
27,45.94012555,7.72216528,"[1, 3, 3, 3, 3]",0.72651,0.27349,14
28,46.61922648,10.44531203,"[1, 1, 2, 1, 1]",0.04614,0.95386,164
28,46.61922648,10.44531203,"[1, 1, 2, 1, 3]",0.04614,0.95386,208
28,46.61922648,10.44531203,"[1, 2, 1, 3, 3]",0.04614,0.95386,481
28,46.61922648,10.44531203,"[2, 1, 2, 1, 3]",0.04614,0.95386,204
28,46.61922648,10.44531203,"[2, 2, 1, 3, 1]",0.04614,0.95386,453
29,47.43785184,7.016466664,"[2, 2, 3, 3, 3]",0.698226,0.353186,364
29,47.43785184,7.016466664,"[2, 1, 1, 3, 1]",0.698226,0.353186,25
29,47.43785184,7.016466664,"[1, 1, 1, 3, 3]",0.698226,0.353186,123
29,47.43785184,7.016466664,"[1, 2, 3, 1, 3]",0.698226,0.353186,146
29,47.43785184,7.016466664,"[1, 2, 1, 1, 1]",0.698226,0.353186,370
30,47.18954427,9.292042883,"[2, 2, 2, 2, 1]",0.33982,0.66018,378
30,47.18954427,9.292042883,"[1, 1, 3, 1, 1]",0.33982,0.66018,185
30,47.18954427,9.292042883,"[2, 3, 3, 1, 3]",0.33982,0.66018,45
30,47.18954427,9.292042883,"[2, 2, 3, 3, 1]",0.33982,0.66018,66
30,47.18954427,9.292042883,"[2, 1, 1, 1, 1]",0.33982,0.66018,388
31,46.88740009,7.234130459,"[1, 2, 1, 3, 1]",0.089296,0.910704,275
31,46.88740009,7.234130459,"[1, 2, 3, 1, 1]",0.089296,0.910704,125
31,46.88740009,7.234130459,"[1, 3, 1, 3, 3]",0.089296,0.910704,77
31,46.88740009,7.234130459,"[2, 1, 1, 1, 3]",0.089296,0.910704,466
31,46.88740009,7.234130459,"[2, 3, 3, 1, 3]",0.089296,0.910704,488
32,46.96132461,9.713375007,"[2, 2, 2, 1, 1]",0.406702,0.255592,232
32,46.96132461,9.713375007,"[1, 2, 1, 3, 1]",0.406702,0.255592,110
32,46.96132461,9.713375007,"[1, 1, 1, 3, 3]",0.406702,0.255592,156
32,46.96132461,9.713375007,"[2, 1, 2, 2, 3]",0.406702,0.255592,58
32,46.96132461,9.713375007,"[1, 1, 2, 3, 1]",0.406702,0.255592,18
33,46.95002961,9.707576967,"[1, 2, 1, 1, 1]",0.30552,0.38305,278
33,46.95002961,9.707576967,"[2, 2, 1, 2, 3]",0.30552,0.38305,405
33,46.95002961,9.707576967,"[1, 2, 3, 3, 1]",0.30552,0.38305,3
33,46.95002961,9.707576967,"[1, 2, 2, 3, 3]",0.30552,0.38305,470
33,46.95002961,9.707576967,"[1, 3, 1, 3, 3]",0.30552,0.38305,11
34,46.12996092,5.949647148,"[2, 2, 2, 1, 3]",0.846355,0.66162,80
34,46.12996092,5.949647148,"[2, 1, 2, 1, 1]",0.846355,0.66162,136
34,46.12996092,5.949647148,"[1, 1, 2, 1, 3]",0.846355,0.66162,418
34,46.12996092,5.949647148,"[1, 2, 2, 3, 1]",0.846355,0.66162,366
34,46.12996092,5.949647148,"[1, 1, 1, 2, 1]",0.846355,0.66162,138
35,47.4332299,7.02013349,"[2, 2, 3, 3, 3]",0.712344,0.39164,286
35,47.4332299,7.02013349,"[2, 3, 3, 1, 3]",0.712344,0.39164,297
35,47.4332299,7.02013349,"[1, 3, 1, 1, 3]",0.712344,0.39164,216
35,47.4332299,7.02013349,"[1, 2, 2, 2, 3]",0.712344,0.39164,342
35,47.4332299,7.02013349,"[1, 3, 3, 1, 3]",0.712344,0.39164,231
36,46.88444619,7.235043038,"[1, 1, 3, 3, 1]",0.98477,0.01523,47
36,46.88444619,7.235043038,"[1, 1, 2, 3, 3]",0.98477,0.01523,240
36,46.88444619,7.235043038,"[2, 3, 3, 3, 3]",0.98477,0.01523,471
36,46.88444619,7.235043038,"[1, 2, 1, 2, 3]",0.98477,0.01523,83
36,46.88444619,7.235043038,"[1, 1, 1, 1, 1]",0.98477,0.01523,183
37,47.68573306,7.701689177,"[2, 1, 2, 3, 3]",0.22867,0.77133,403
37,47.68573306,7.701689177,"[1, 3, 1, 3, 3]",0.22867,0.77133,442
37,47.68573306,7.701689177,"[1, 3, 3, 1, 1]",0.22867,0.77133,273
37,47.68573306,7.701689177,"[1, 1, 2, 1, 1]",0.22867,0.77133,166
37,47.68573306,7.701689177,"[2, 3, 3, 1, 1]",0.22867,0.77133,318
38,45.93687411,7.724650304,"[2, 3, 3, 1, 3]",0.49621,0.022586,39
38,45.93687411,7.724650304,"[1, 3, 1, 3, 1]",0.49621,0.022586,155
38,45.93687411,7.724650304,"[1, 3, 1, 1, 1]",0.49621,0.022586,503
38,45.93687411,7.724650304,"[2, 2, 3, 1, 3]",0.49621,0.022586,269
38,45.93687411,7.724650304,"[2, 3, 1, 1, 1]",0.49621,0.022586,2
39,47.44611861,8.553820464,"[2, 1, 3, 3, 3]",0.380259,0.59765,416
39,47.44611861,8.553820464,"[1, 1, 2, 3, 1]",0.380259,0.59765,494
39,47.44611861,8.553820464,"[2, 2, 1, 2, 1]",0.380259,0.59765,186
39,47.44611861,8.553820464,"[1, 2, 2, 3, 1]",0.380259,0.59765,370
39,47.44611861,8.553820464,"[1, 1, 3, 3, 1]",0.380259,0.59765,277
